gene_symbol_mouse,number_tissues_cycling,phase_adrg,phase_aort,phase_bfat,phase_bstm,phase_cere,phase_hart,phase_hypo,phase_kdny,phase_livr,phase_lung,phase_musc,phase_wfat
Rab3d,1,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slc39a4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,14,NULL,NULL
Smarcc2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Son,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Sorbs3,3,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,4,12,NULL,NULL
Sptlc1,1,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL
Srsf5,4,NULL,NULL,4,NULL,NULL,7,NULL,NULL,6,NULL,7,NULL
Stom,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,4,NULL,NULL,NULL
Sulf2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL
Ulk1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL
Whsc1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Marcksl1,1,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mcm10,2,6,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Mfng,3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,11
Mlc1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Mllt3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,14,NULL,NULL
Mtap,5,NULL,21,22,NULL,NULL,NULL,2,NULL,22,NULL,NULL,21
Tax1bp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Tef,11,11,12,12,11,13,13,NULL,11,12,12,10,12
Tob1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
Ndst2,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pcca,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,22,NULL,NULL
Pde3b,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL
Itih2,2,NULL,NULL,NULL,13,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Itm2b,2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Jmjd6,1,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
Kcnn2,1,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
Lin7c,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,14,NULL,NULL
Tead4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,0,23
Timm8a1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
Smpd2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Smpd3,1,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Snd1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,16,NULL,NULL,NULL
Spen,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,23,NULL
Spred2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,4,NULL
Stard3,1,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
Recql,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Sgsh,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Sgta,2,NULL,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ppm1a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Ppox,2,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Ptp4a1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,17,NULL,NULL
Pfkfb3,9,8,8,8,NULL,NULL,10,NULL,11,12,10,4,9
Nmt2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Gss,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Gstm7,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,NULL,NULL
Hlcs,1,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
Ica1,1,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fosl2,2,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
Adcy7,2,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Amd1,4,NULL,NULL,NULL,NULL,NULL,14,NULL,18,13,NULL,NULL,16
Anxa11,1,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Asap1,2,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,10,NULL,NULL
Atf5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Atp6v0a2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL
Cdx4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Clk1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL
Cpeb1,6,10,10,NULL,NULL,NULL,NULL,NULL,NULL,8,11,1,10
Dbt,4,NULL,NULL,NULL,17,20,NULL,NULL,NULL,20,16,NULL,NULL
Ddx17,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,0,NULL,NULL,NULL
Derl1,4,NULL,23,1,NULL,NULL,NULL,4,NULL,11,NULL,NULL,NULL
Dnajc5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,9,NULL,NULL
Dpp10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Dstn,2,21,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Eif4b,5,8,9,9,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,11
Gabpb1,5,NULL,NULL,NULL,NULL,NULL,2,NULL,0,2,3,NULL,0
Grm4,1,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gsto2,1,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H13,1,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hist2h3c2,3,18,NULL,NULL,NULL,NULL,NULL,NULL,20,19,NULL,NULL,NULL
Anapc7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Asns,3,NULL,20,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
Atp6v1b2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL
Blmh,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2,NULL,NULL,NULL
Brd7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Camkk2,2,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Nmnat1,3,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,21,18,NULL,NULL
Mal,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
Med24,4,NULL,23,1,NULL,NULL,NULL,NULL,0,22,NULL,NULL,NULL
Mgrn1,4,NULL,7,6,NULL,NULL,22,NULL,NULL,9,NULL,NULL,NULL
Mrc2,3,NULL,NULL,NULL,13,NULL,19,NULL,NULL,NULL,2,NULL,NULL
Sostdc1,1,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sspn,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,12,NULL,NULL
Stambp,2,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,1,NULL,NULL,NULL
Strap,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Tep1,2,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Tmbim6,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmod1,4,NULL,NULL,NULL,5,3,NULL,6,NULL,NULL,13,NULL,NULL
Tpst2,2,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,22,NULL,NULL,NULL
Pkp2,3,NULL,NULL,23,NULL,NULL,6,NULL,NULL,0,NULL,NULL,NULL
Plod2,3,20,NULL,NULL,NULL,NULL,10,NULL,0,NULL,NULL,NULL,NULL
Rras2,4,NULL,23,NULL,NULL,NULL,3,NULL,NULL,NULL,21,NULL,23
Pdia6,6,NULL,23,NULL,22,NULL,23,21,21,NULL,21,NULL,NULL
Txk,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Ube4b,1,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Unc13b,1,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wwp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL
Prpf40a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Psme4,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ptprk,5,2,NULL,NULL,NULL,22,NULL,NULL,0,3,3,NULL,NULL
Rab9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Rae1,1,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
Shmt2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc12a6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL
Slc38a2,4,NULL,NULL,NULL,16,NULL,NULL,17,NULL,10,NULL,20,NULL
Slc39a7,2,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL
Smarcd1,2,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,0,NULL,NULL,NULL
Spred1,2,20,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Srpk2,3,NULL,NULL,17,NULL,NULL,22,NULL,NULL,NULL,NULL,8,NULL
St13,3,NULL,NULL,22,NULL,NULL,NULL,NULL,21,NULL,18,NULL,NULL
Stam,2,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,3,NULL,NULL,NULL
Stx5a,1,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Naglu,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Ncbp2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,19,NULL,NULL,NULL
Neb,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Nlgn3,1,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nnat,3,NULL,NULL,NULL,12,NULL,NULL,NULL,16,NULL,4,NULL,NULL
Odf2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Sun2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,6,NULL,NULL,NULL
Tada3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Tk2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,8
Tomm40,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL
Irak2,2,NULL,NULL,NULL,NULL,23,NULL,NULL,6,NULL,NULL,NULL,NULL
Irx2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Itih1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL
Kdm4a,2,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,23,NULL,NULL,NULL
Kdm5a,1,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kirrel,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
Klf11,3,6,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,6,NULL,NULL
Tst,3,NULL,NULL,NULL,NULL,NULL,NULL,8,12,22,NULL,NULL,NULL
Ubr5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL
Vps4b,4,NULL,NULL,6,NULL,NULL,NULL,NULL,9,6,7,NULL,NULL
Rpl11,2,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Peg10,4,21,23,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23
Bhlhe41,11,9,9,10,NULL,11,10,11,11,9,10,8,9
Bop1,2,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,17,NULL,NULL,NULL
Cebpg,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Gpr56,4,7,NULL,NULL,6,5,NULL,4,NULL,NULL,NULL,NULL,NULL
Gstm4,5,4,NULL,NULL,NULL,8,NULL,NULL,7,3,4,NULL,NULL
Hlx,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL
Hmgcl,1,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Htatip2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Dnajc3,5,NULL,NULL,NULL,20,NULL,23,20,21,NULL,18,NULL,NULL
Eif3b,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,20,NULL,NULL,NULL
Enah,1,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fnbp1,5,NULL,NULL,2,4,NULL,NULL,NULL,NULL,3,NULL,0,8
Amot,1,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arvcf,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
As3mt,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Atic,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,8,NULL,NULL
Atp2a3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,22,NULL
Abp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL
Acly,6,19,22,23,NULL,NULL,NULL,NULL,22,20,NULL,23,NULL
Acp2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Cit,3,NULL,NULL,NULL,22,NULL,NULL,NULL,9,NULL,11,NULL,NULL
Cops8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Ctdp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Cyp4b1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,18,19,NULL
Dab2ip,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,10
Dgcr14,2,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Clasp1,3,NULL,NULL,21,23,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
Cldn12,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,11,NULL
Cnot7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL
Col15a1,5,4,NULL,1,NULL,NULL,4,NULL,6,NULL,NULL,4,NULL
Crym,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Csrp1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL
Cyth1,4,9,7,8,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Dgat2,8,NULL,NULL,15,8,10,15,NULL,12,14,9,NULL,21
Dgka,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,23,NULL
Eef1b2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Epb4.1l2,3,NULL,NULL,21,NULL,NULL,15,NULL,NULL,NULL,14,NULL,NULL
Btg1,5,NULL,0,NULL,NULL,NULL,NULL,NULL,0,23,NULL,0,22
Cables1,5,NULL,NULL,NULL,15,13,NULL,NULL,NULL,5,9,NULL,21
Camk2b,2,NULL,4,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ccnc,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,23,NULL,NULL,0
Gstm1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hadh,4,6,NULL,NULL,NULL,9,NULL,NULL,14,22,NULL,NULL,NULL
Heyl,2,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,20,NULL,NULL
Hist1h1d,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
Hoxd1,1,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Abcd2,3,NULL,NULL,23,NULL,NULL,NULL,NULL,17,9,NULL,NULL,NULL
Agl,2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Aldh7a1,2,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,23,NULL,NULL,NULL
Anapc1,2,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Appl1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
Arhgap5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Osbpl5,3,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,14,11,NULL,NULL
Osr1,2,NULL,NULL,18,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pcbd1,2,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,23,NULL,NULL,NULL
Tenc1,10,9,10,9,NULL,10,10,NULL,9,8,10,9,9
Thada,1,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trim25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL
Slc17a5,2,NULL,NULL,NULL,NULL,21,NULL,NULL,9,NULL,NULL,NULL,NULL
Slc1a4,3,NULL,NULL,NULL,4,NULL,NULL,5,NULL,21,NULL,NULL,NULL
Slc34a2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,22,NULL,NULL,NULL
Stx6,1,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL
Zbtb7a,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Zhx2,6,NULL,16,18,NULL,NULL,20,NULL,NULL,18,16,1,NULL
Pip5k1b,3,NULL,23,NULL,NULL,NULL,23,NULL,3,NULL,NULL,NULL,NULL
Plk4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Prx,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,12,NULL,NULL
Rab27b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
Mfn1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL
Mthfd2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Mtss1,5,NULL,12,13,NULL,NULL,3,NULL,11,13,NULL,NULL,NULL
Myo5b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Naa15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Neu3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Nin,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL
Nup210,2,7,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Rp2h,1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sema7a,2,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Sgpl1,3,NULL,9,10,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Kcnh1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Kcnq4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
Klf13,8,NULL,14,14,NULL,12,12,12,12,12,12,NULL,NULL
Lats2,1,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lgals8,2,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,19,NULL,NULL
Llgl1,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lpar3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Trip10,5,14,13,15,NULL,NULL,NULL,NULL,NULL,NULL,15,10,NULL
Uros,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,21,NULL,NULL
Uso1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Twsg1,3,NULL,NULL,22,NULL,NULL,NULL,NULL,23,14,NULL,NULL,NULL
Vdac3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Whsc2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Xaf1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,7,NULL,NULL
Ltbp2,2,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Mapre2,8,NULL,15,18,22,NULL,18,NULL,16,16,14,NULL,17
Mast2,2,NULL,NULL,21,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL
Med23,2,NULL,NULL,NULL,NULL,NULL,22,NULL,0,NULL,NULL,NULL,NULL
Mgea5,4,NULL,NULL,21,22,NULL,NULL,20,NULL,5,NULL,NULL,NULL
Mib1,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mmp19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Shc3,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
St3gal1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,23,NULL
Paxip1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Pbrm1,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,4,NULL,NULL,NULL
Pdhb,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,21
Pdia4,7,NULL,NULL,NULL,21,NULL,1,21,20,22,21,23,NULL
Tacc2,5,10,NULL,NULL,NULL,NULL,16,NULL,NULL,22,10,NULL,10
Tinf2,1,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL
Tomm20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Pi4ka,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL
Plxnd1,5,NULL,NULL,NULL,6,NULL,1,NULL,6,NULL,4,NULL,23
Pnpla3,5,NULL,21,NULL,NULL,NULL,22,NULL,18,NULL,NULL,21,22
Rabep1,1,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ing2,1,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Irx1,1,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL
Kalrn,4,NULL,NULL,18,22,NULL,17,NULL,NULL,NULL,15,NULL,NULL
Kdm5b,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Nhej1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Rgs7,2,NULL,NULL,NULL,NULL,22,10,NULL,NULL,NULL,NULL,NULL,NULL
S1pr5,2,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
Sap30,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Sel1l,3,23,NULL,NULL,22,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL
Senp3,1,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6-Sep,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Sfrp5,2,NULL,NULL,NULL,16,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL
Alms1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Ano1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Atp5j,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Camkk1,2,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,9,NULL,NULL
Capg,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Car12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Cct4,1,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cct7,4,18,NULL,NULL,NULL,NULL,NULL,0,19,18,NULL,NULL,NULL
Cse1l,1,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cyfip2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,4,NULL,NULL
Ddx1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
